epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
0,0.505681822246,0.452098319476,0.0851405232097,0.48547340049,0.469451374024,0.404997815366,0.0042789314236,0.406675157404
1,0.468112244062,0.404997887128,0.00426116566428,0.406668263583,0.469451374024,0.404997900017,0.00427896717791,0.4066752535
2,0.472576531905,0.40499790507,0.00430708063104,0.406686278554,0.469451374024,0.404997899348,0.00427896734571,0.406675252831
3,0.468112246951,0.404997906134,0.00429563846603,0.406681794141,0.469451374024,0.404997899348,0.00427896729868,0.406675252831
